CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0.01665
CPU	 31	 0
CPU	 33	 0.01665
CPU	 35	 0
CPU	 37	 0.01665
CPU	 39	 0.016675
CPU	 41	 0.016675
CPU	 43	 0.01665
CPU	 45	 0.016675
CPU	 47	 0
CPU	 49	 0.016675
IO	 0	 9.53332
IO	 2	 9.58333
IO	 4	 9.61665
IO	 6	 9.65
IO	 8	 9.68332
IO	 10	 9.7
IO	 12	 9.71668
IO	 14	 9.73333
IO	 16	 9.76667
IO	 18	 9.76665
IO	 20	 9.78335
IO	 22	 9.78332
IO	 24	 9.78332
IO	 26	 9.8
IO	 28	 9.78332
IO	 30	 9.78335
IO	 32	 9.76667
IO	 34	 9.75
IO	 36	 9.73333
IO	 38	 9.71668
IO	 40	 9.7
IO	 42	 9.66667
IO	 44	 9.65
IO	 46	 9.61665
IO	 48	 9.56665
