CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0.016675
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0.016675
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0.016675
CPU	 39	 0.01665
CPU	 41	 0
CPU	 43	 0.016675
CPU	 45	 0.01665
CPU	 47	 0.016675
CPU	 49	 0.016675
CPU	 51	 0
CPU	 53	 0.01665
CPU	 55	 0
CPU	 57	 0.016675
CPU	 59	 0
CPU	 61	 0
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0.016675
CPU	 69	 0.016675
CPU	 71	 0.016675
CPU	 73	 0.01665
CPU	 75	 0
CPU	 77	 0.016675
CPU	 79	 0.016675
CPU	 81	 0
CPU	 83	 0.01665
CPU	 85	 0.016675
CPU	 87	 0.016675
CPU	 89	 0.016675
CPU	 91	 0.01665
CPU	 93	 0.016675
CPU	 95	 0.033325
CPU	 97	 0.016675
CPU	 99	 0.033325
CPU	 101	 0.016675
CPU	 103	 0.01665
CPU	 105	 0.016675
CPU	 107	 0.03335
CPU	 109	 0.016675
CPU	 111	 0.016675
CPU	 113	 0.01665
CPU	 115	 0.01665
CPU	 117	 0.033325
CPU	 119	 0.033325
CPU	 121	 0.01665
CPU	 123	 0.01665
CPU	 125	 0.01665
CPU	 127	 0.01665
CPU	 129	 0.01665
CPU	 131	 0.033325
CPU	 133	 0.016675
CPU	 135	 0.03335
CPU	 137	 0.016675
CPU	 139	 0.01665
CPU	 141	 0.033325
CPU	 143	 0.03335
CPU	 145	 0.033325
CPU	 147	 0.033325
CPU	 149	 0.03335
CPU	 151	 0.033325
CPU	 153	 0.033325
CPU	 155	 0.033325
CPU	 157	 0.033325
CPU	 159	 0.033325
CPU	 161	 0.03335
CPU	 163	 0.033325
CPU	 165	 0.03335
CPU	 167	 0.016675
CPU	 169	 0.033325
CPU	 171	 0.033325
CPU	 173	 0.03335
CPU	 175	 0.05
CPU	 177	 0.033325
CPU	 179	 0.05
CPU	 181	 0.033325
CPU	 183	 0.05
CPU	 185	 0.033325
CPU	 187	 0.033325
CPU	 189	 0.033325
CPU	 191	 0.033325
CPU	 193	 0.033325
CPU	 195	 0.05
CPU	 197	 0.03335
CPU	 199	 0.05
IO	 0	 600.617
IO	 2	 600.783
IO	 4	 600.95
IO	 6	 601.1
IO	 8	 601.267
IO	 10	 601.4
IO	 12	 601.55
IO	 14	 601.683
IO	 16	 601.833
IO	 18	 601.967
IO	 20	 602.1
IO	 22	 602.233
IO	 24	 602.35
IO	 26	 602.483
IO	 28	 602.6
IO	 30	 602.717
IO	 32	 602.833
IO	 34	 602.95
IO	 36	 603.05
IO	 38	 603.167
IO	 40	 603.267
IO	 42	 603.35
IO	 44	 603.45
IO	 46	 603.55
IO	 48	 603.633
IO	 50	 603.717
IO	 52	 603.8
IO	 54	 603.883
IO	 56	 603.95
IO	 58	 604.033
IO	 60	 604.1
IO	 62	 604.167
IO	 64	 604.217
IO	 66	 604.283
IO	 68	 604.317
IO	 70	 604.383
IO	 72	 604.433
IO	 74	 604.467
IO	 76	 604.517
IO	 78	 604.55
IO	 80	 604.583
IO	 82	 604.633
IO	 84	 604.667
IO	 86	 604.683
IO	 88	 604.7
IO	 90	 604.7
IO	 92	 604.717
IO	 94	 604.733
IO	 96	 604.733
IO	 98	 604.75
IO	 100	 604.75
IO	 102	 604.767
IO	 104	 604.767
IO	 106	 604.75
IO	 108	 604.733
IO	 110	 604.717
IO	 112	 604.7
IO	 114	 604.667
IO	 116	 604.633
IO	 118	 604.617
IO	 120	 604.583
IO	 122	 604.533
IO	 124	 604.5
IO	 126	 604.467
IO	 128	 604.417
IO	 130	 604.383
IO	 132	 604.333
IO	 134	 604.267
IO	 136	 604.233
IO	 138	 604.167
IO	 140	 604.1
IO	 142	 604.033
IO	 144	 603.95
IO	 146	 603.9
IO	 148	 603.817
IO	 150	 603.733
IO	 152	 603.65
IO	 154	 603.583
IO	 156	 603.5
IO	 158	 603.4
IO	 160	 603.3
IO	 162	 603.217
IO	 164	 603.1
IO	 166	 602.983
IO	 168	 602.9
IO	 170	 602.767
IO	 172	 602.667
IO	 174	 602.55
IO	 176	 602.417
IO	 178	 602.3
IO	 180	 602.167
IO	 182	 602.033
IO	 184	 601.9
IO	 186	 601.767
IO	 188	 601.617
IO	 190	 601.483
IO	 192	 601.333
IO	 194	 601.167
IO	 196	 601.033
IO	 198	 600.867
